1738576120474|GET|/
1738576120490|GET|/css/style.css
1738576477846|GET|/
1738576477872|GET|/css/style.css
1738576551309|GET|/
1738576551311|Noen spurte etter root
<<<<<<< HEAD
1740236118888|GET|/
1740236118960|GET|/css/style.css
1740236119155|GET|/favicon.ico
1740236135296|GET|/
1740236135318|GET|/css/style.css
1740237234446|GET|/
1740237234473|GET|/css/style.css
1740237338614|POST|/api/game/new
1740237426546|POST|/api/game/new
1740237543920|POST|/api/game/new
1740237590564|POST|/api/game/some-uuid
1740237614067|POST|/api/game/new
1740237631722|POST|/api/game/0a383d34-4c11-48ea-a2ce-fb7307e63c34
1740237656470|POST|/api/game/new
1740237671778|GET|/api/game/6b609770-ba40-4020-bb54-170f6e4b7827
1740237682229|GET|/api/game/6b609770-ba40-4020-bb54-170f6e4b7827/moves
1740237725602|GET|/api/game/6b609770-ba40-4020-bb54-170f6e4b7827/move
1740238336493|GET|/api/game/new
1740238343946|POST|/api/game/new
1740239052525|POST|/api/game/new
1740239280788|POST|/api/game/new
=======
1739025581816|GET|/
1739025581881|GET|/css/style.css
1739025582093|GET|/favicon.ico
1739025583445|POST|/temp/deck
1739025585774|PATCH|/temp/deck/shuffle/09437d2a-56d9-4074-be9d-0c96d38c885f
1739025587305|GET|/temp/deck/09437d2a-56d9-4074-be9d-0c96d38c885f/card
1739025587674|GET|/temp/deck/09437d2a-56d9-4074-be9d-0c96d38c885f/card
1739025587851|GET|/temp/deck/09437d2a-56d9-4074-be9d-0c96d38c885f/card
1739025588033|GET|/temp/deck/09437d2a-56d9-4074-be9d-0c96d38c885f/card
1739025588920|GET|/
1739025588938|GET|/css/style.css
1739025589055|GET|/favicon.ico
1739025651726|GET|/session
1739025687457|GET|/session
1739025785597|GET|/session
>>>>>>> f3ec34947602ab03fe35878d1578f8e300b0afa7
1740239936434|POST|/api/game/new
1740929182063|GET|/
1740929182108|GET|/css/style.css
1740929182314|GET|/favicon.ico
1740929182315|GET|/service-worker.js
1740929182361|GET|/index.html
1740929182363|GET|/icons/icon1.png
1740929182364|GET|/
1740929182364|GET|/css/style.css
1740929182366|GET|/service-worker.js
1740929188311|GET|/manifest.json
1740929188321|GET|/icons/icon-192x192.png
1740929188322|GET|/icons/icon-512x512.png
1740929216996|GET|/icons/icon-192x192.png
1740929216996|GET|/icons/icon-512x512.png
1740929254237|GET|/service-worker.js
1740929300016|GET|/service-worker.js
1740929301349|GET|/manifest.json
1740929301360|GET|/icons/icon-192x192.png
1740929301361|GET|/icons/icon-512x512.png
